,comment,status
2627,"Glad I tried it! Even at 9pm they had a 30 minute or longer line, that was still there when I left closer to 10pm. I tried the Chicago style hot dog. Glad I tried it, but probably won't get it again. Open, loud environment, everyone seemed to be having a good time. Finding a table (especially for large party) is difficult.",1
2628,"This was the low point of our visit to the Windy City. This place is a chaotic mess of gaudy Chicago stereotypes, half-considered food, and DIY service. The vibe is intense, but not for us.",0
2629,"I ask for onion rings and they forgot about it, so I'm sorry but I'm giving this 1-star review.",0
2630,Authentic Chicago Food!! Chicago dog was awesome and the beef sandwich was great!!,1
2631,Yummy so we got two hotdogs per person for breakfast!,1
2632,"Really enjoy coming here! Great fries and hot dog. However, the hot chocolate I ordered was really bland.",1
2633,I ordered the Eclair Cake.  I had staple like medal and plastic in my cake.  Could not believe it.  Heard great things about the cake so I was super excited to try just to be disappointed....,0
2634,"Fantastic Location. The fries are out of this world. I love the Italian beef and peppers.Yummy food! Everything we tried was tasty, particularly the big beef (Italian beef)! Prices are fair, good sized portions.Great food to  order . The decorations are amazing and the feel of the place was great! Like Who doesn't love portillos? The Polish dog Chicago style is a must. Cheese fries are dreamy!!!!!. The chocolate cake shake is like no other you've ever tried.!!!!!",1
2635,"Good food. Decent service; missed a portion of our order, it took 2 requests to get the chicken sandwich missed.",1
2636,"Great food, great prices, great team members. They're a lot of fun and always ready to help you with your order. I hadn't been in for a while because of covid19 and really enjoyed my Italian sausage sandwich, cheese fries and the thick, thick chocolate shake. The double thick wasn't a mistake folks. It's really thick and chocolatey.  I usually get the Italian beef, dipped of course, there's really no other way to have it, but everything at portillos is good.",1
2637,"Terrible customer service, the staff was very rude! Decent food. You can find better Chicago hot dogs style on the street! For be a fast food restaurant the staff is very slow needs a better manager in this particular location.",0
2638,"God, I love this place! Their charbroiled chicken sandwich is my favorite grilled chicken sandwich ever. The chicken is so juicy and cooked perfectly! Plus, their French fries are crispy and perfectly seasoned. I know most folks come for the hot dogs and beef sandwiches, but don't miss out on their chicken sandwiches!! So freaking good.",1
2639,Hotdogs rock 'natch! Burgers are damn good too! But their beef n cheddar croissants have immediately soared into my top 3 list of their best sammies!,1
2640,Pretty good sausages fries and onion rings at a cheap price. Only gripe about it was the seating. At 10 2 hours before they closed they had almost all but 6 tables forcing us to carry our food back to our hotel. Was Luke warm at best,1
2641,Nice place..1st timw tryn Chicago hot dog very diff but tasty,1
2642,best hotdog salad I’ve ever tasted.,1
2643,1st time in town and ate here and really enjoyed it.The entire staff was real friendly while being real busy with our group of 26 people. The manager was also so curious and checked on all of us several time. Keep up the great work.,1
2644,Food is delicious and the wait time was was very little,1
2645,Crazy lines and chaotic atmosphere. Decent Chicago hot dog but nothing special.,1
2646,I was very skeptical of the Chicago dog. Just like the atmosphere of this restaurant the Chicago dog comes together in one unique package and is a must not just for the hotdogs.,1
2647,Ok food cool atmosphere. Nice that it's open late!,1
2648,"I just love Portillo’s!

It will take long to get your food (They are a world famous spot)

It’s such a run down place (because it’s so old…and honestly when will they find time to renovate)

But you will love the food, the new spicy chicken sandwich is top tier (I get mine with grilled onions and no mayo)

**TRY THE CHOCOLATE CAKE!!!",1
2649,Suoerb Italian beef sandwich. Reasonably priced too !,1
2650,"Good Italian beefs and hot dogs and even salads and pasta are all here. The only issue was our meal was 19 dollars for both me and my Uncle Robert, and he was quite frustrated about it.",1
2651,FUN environment and def a must do for tourists but just average food. Kind of a mall food court situation.,1
2652,"A Chicago institution, even if they've recently been acquired. Quality still great (for now)",1
2653,The cashier and manager at 8.50pm 10/21/2021 was vera Rude they made a mistake on my order. They added an extra hamburger and before get the order I went to the cashier and when I tried to explain the cashier was very rude and didn’t let me explain she called the manager and was with the same bad attitude… the worst customer service! Nice place decent food but service really disappointed for be a place very recommended when you visit Chicago ! When I got my order they gave me only 6 hamburgers!!!!!,0
2654,"Life changing! Amazingly good, a can’t miss if you have the opportunity.",1
2655,Excellent hot dog and the coolest interior to a quick serve restaurant ever.,1
2656,Ordered 4 sandwiches.  We received 3.  Called held with phone ringing for 6 min 33 seconds.  They hung up automatically without answering.  Stolen 6+ dollars from us and they are probably feeling good about it.  Do not order online from this mess of a rest.,0
2657,In a pouring rain storm the staff was still super polite and efficient. Food was damn good and the famous fluffy chocolate cake shakes were to die for. Definitely coming back next time I'm in Chicago,1
2658,Food is always the Best. Will be going back again.,1
2659,"Took about an hour to receive my food.  I ordered one hot dog, small fries, and a drink.",1
2660,Can’t even rate the food because still waiting for it over an hour after walking in,0
